Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
18138;Station Paris Basketball - Ney - Charles Hermite;OUI;20;10;8;5;3;OUI;OUI;2024-06-15T12:52:16+02:00;48.898748039775, 2.3645754531026;Paris;
18008;Square Léon;OUI;33;28;3;2;1;OUI;OUI;2024-06-15T12:49:42+02:00;48.88667396788626, 2.353205569088459;Paris;
31013;Centenaire - Sorins;OUI;45;45;0;0;0;OUI;OUI;2024-06-15T12:49:29+02:00;48.85853523359734, 2.4273508787155156;Montreuil;
7008;Villersexel - Saint-Germain;OUI;16;13;2;2;0;OUI;OUI;2024-06-15T12:52:02+02:00;48.858297001218, 2.3237934708595;Paris;
32018;Franciade - Gabriel Péri;OUI;26;20;6;4;2;OUI;OUI;2024-06-15T12:47:19+02:00;48.93261499331498, 2.355954498052597;Saint-Denis;
16112;Chernoviz - Raynouard;OUI;37;34;2;0;2;OUI;OUI;2024-06-15T12:51:30+02:00;48.8569864146289, 2.282173218142987;Paris;
18019;Square Raymond Souplex;OUI;52;48;4;1;3;OUI;OUI;2024-06-15T12:50:29+02:00;48.89183721478911, 2.335426103165901;Paris;
42703;Fontainebleau - Edmond Michelet;OUI;45;40;5;2;3;OUI;OUI;2024-06-15T12:51:29+02:00;48.80956436844049, 2.3626908659935;Le Kremlin-Bicêtre;
5019;Poissy - Saint-Germain;OUI;25;6;16;16;0;OUI;OUI;2024-06-15T12:52:14+02:00;48.84969649427, 2.3529685288668;Paris;
20201;Eugène Reisz - Davout;OUI;20;17;2;2;0;OUI;OUI;2024-06-15T12:50:52+02:00;48.85631874632638, 2.410396970808506;Paris;
11003;Keller - La Roquette;OUI;34;20;9;7;2;OUI;OUI;2024-06-15T12:50:15+02:00;48.8555508, 2.3752778;Paris;
15003;Gare Montparnasse - Vaugirard;OUI;66;5;60;8;52;OUI;OUI;2024-06-15T12:52:06+02:00;48.8418071798797, 2.31951002690117;Paris;
11034;Parmentier - Fontaine au Roi;OUI;48;45;1;0;1;OUI;OUI;2024-06-15T12:51:20+02:00;48.86787670551736, 2.372705978671471;Paris;
4110;Neuve Saint-Pierre - Beautreillis;OUI;20;0;19;17;2;OUI;OUI;2024-06-15T12:52:21+02:00;48.85355351439652, 2.3639122769236565;Paris;
9012;Rougemont - Poissonnière;OUI;30;21;9;4;5;OUI;OUI;2024-06-15T12:52:04+02:00;48.871611569354755, 2.345873080193996;Paris;
6032;Sabot - Rennes;OUI;26;21;5;4;1;OUI;OUI;2024-06-15T12:51:38+02:00;48.852575112948415, 2.331552766263485;Paris;
15020;Mairie du 15ème;OUI;32;13;17;16;1;OUI;OUI;2024-06-15T12:51:51+02:00;48.8417762, 2.2986539;Paris;
23304;Mairie de Sceaux;OUI;33;23;10;2;8;OUI;OUI;2024-06-15T12:50:36+02:00;48.778916905132, 2.2887361764861;Sceaux;
13113;Vistule - Choisy;OUI;33;26;6;3;3;OUI;OUI;2024-06-15T12:51:01+02:00;48.82365543660611, 2.3615723848342896;Paris;
6017;Sénat - Condé;OUI;33;13;20;15;5;OUI;OUI;2024-06-15T12:50:51+02:00;48.84954227788459, 2.337939441204071;Paris;
19031;Manin - Crimée;OUI;23;16;7;1;6;OUI;OUI;2024-06-15T12:47:59+02:00;48.8831217743719, 2.3863670602440834;Paris;
13103;Hôpital Pitié Salpêtrière;OUI;50;43;6;0;6;OUI;OUI;2024-06-15T12:51:20+02:00;48.8377016, 2.3604946;Paris;
13114;Nationale - Marcel Duchamp;OUI;23;15;7;0;7;OUI;OUI;2024-06-15T12:45:23+02:00;48.82463749337136, 2.3678014799952507;Paris;
11043;Place Pasdeloup;OUI;21;21;0;0;0;NON;NON;2024-06-15T12:45:00+02:00;48.862654215631, 2.3670325062844;Paris;
15061;Square Desnouettes;OUI;22;8;14;6;8;OUI;OUI;2024-06-15T12:51:37+02:00;48.83476837934194, 2.284142297394666;Paris;
15107;Palais des Sports;OUI;22;5;17;15;2;OUI;OUI;2024-06-15T12:50:04+02:00;48.833468517426, 2.2858720645308;Paris;
11019;Charonne - Philippe-Auguste;OUI;32;28;3;1;2;OUI;OUI;2024-06-15T12:52:19+02:00;48.855603162026, 2.39054639062;Paris;
9101;Cadet - La Fayette;OUI;19;13;5;5;0;OUI;OUI;2024-06-15T12:52:04+02:00;48.875601632672, 2.3435704037547;Paris;
6014;Pont de Lodi - Dauphine;OUI;23;3;18;13;5;OUI;OUI;2024-06-15T12:50:40+02:00;48.855296898603285, 2.339947307565249;Paris;
12161;Diderot - Reuilly;OUI;44;44;0;0;0;NON;NON;2024-06-15T12:50:35+02:00;48.847208456061, 2.3861273378134;Paris;
14116;Romain Rolland;OUI;25;24;1;0;1;OUI;OUI;2024-06-15T12:43:40+02:00;48.820215229662765, 2.3234144234418346;Montrouge;
19041;Belleville - Pyrénées;OUI;42;34;5;2;3;OUI;OUI;2024-06-15T12:50:33+02:00;48.8741908, 2.3860039;Paris;
47002;Les Juilliottes;OUI;21;12;9;9;0;OUI;OUI;2024-06-15T12:51:07+02:00;48.8043072, 2.4437362;Maisons-Alfort;
21114;Gustave Eiffel - Parc des Impressionnistes;OUI;30;25;5;3;2;OUI;OUI;2024-06-15T12:51:39+02:00;48.90390619651018, 2.2946908324956894;Clichy;
2110;Jeûneurs - Mulhouse;OUI;28;27;1;0;1;OUI;OUI;2024-06-15T12:42:30+02:00;48.868997, 2.346925;Paris;
20137;Borrégo - Gambetta;OUI;25;25;0;0;0;OUI;OUI;2024-06-15T12:42:39+02:00;48.87330497045532, 2.4014145880937576;Paris;
17033;Carnot - Général Lanrezac;OUI;30;22;8;2;6;OUI;OUI;2024-06-15T12:52:15+02:00;48.875443870736, 2.2938242935036;Paris;
32603;Calmette;OUI;32;29;2;0;2;OUI;OUI;2024-06-15T12:48:43+02:00;48.88104925098552, 2.424993216991425;Les Lilas;
14007;Ferrus - Saint-Jacques;OUI;34;30;4;0;4;OUI;OUI;2024-06-15T12:49:40+02:00;48.8313878, 2.3408563;Paris;
7013;Duroc - Place de Breteuil;OUI;42;21;20;17;3;OUI;OUI;2024-06-15T12:50:51+02:00;48.847460641142, 2.3126140236855;Paris;
10164;Claude Vellefaux - Sambre et Meuse;OUI;34;33;1;1;0;OUI;OUI;2024-06-15T12:47:09+02:00;48.875022, 2.370478;Paris;
17201;Porte Maillot - Perreire;OUI;51;42;9;2;7;OUI;OUI;2024-06-15T12:50:45+02:00;48.878021154637, 2.2842371277102;Paris;
9113;Bleue - Trévise;OUI;30;23;5;4;1;OUI;OUI;2024-06-15T12:51:15+02:00;48.87578906564573, 2.347289621829987;Paris;
21311;Parvis Corentin Celton;OUI;55;6;47;40;7;OUI;OUI;2024-06-15T12:50:54+02:00;48.82747252522725, 2.2784319519996648;Issy-les-Moulineaux;
20103;Le Vau - Maurice Bertaux;OUI;25;10;15;12;3;OUI;OUI;2024-06-15T12:52:18+02:00;48.86803439043193, 2.411030612453627;Paris;
12041;Bois de Vincennes.;OUI;60;29;29;22;7;OUI;OUI;2024-06-15T12:48:31+02:00;48.8338064, 2.4132221;Saint-Mandé;
16041;Versailles - Claude Terrasse;OUI;46;18;27;27;0;OUI;OUI;2024-06-15T12:51:47+02:00;48.84021933807409, 2.263834191152959;Paris;
23403;Chateau;OUI;22;2;20;11;9;OUI;OUI;2024-06-15T12:50:44+02:00;48.774661399959, 2.3135878035462;Bourg-la-Reine;
4109;Mornay - Sully;OUI;15;8;5;4;1;OUI;OUI;2024-06-15T12:52:16+02:00;48.84970399548416, 2.364460788667202;Paris;
31023;Place François Mitterand;OUI;34;28;6;1;5;OUI;OUI;2024-06-15T12:47:09+02:00;48.86492782016328, 2.442958317697048;Montreuil;
3101;Porte Saint-Martin;OUI;34;25;8;3;5;OUI;OUI;2024-06-15T12:51:55+02:00;48.86860172112996, 2.35570102930069;Paris;
10163;Gare du Nord - Demarquay;OUI;30;22;8;5;3;OUI;OUI;2024-06-15T12:51:44+02:00;48.881154, 2.358411;Paris;
6031;Pierre Sarrazin - Saint-Michel;OUI;33;3;29;13;16;OUI;OUI;2024-06-15T12:49:06+02:00;48.850908146398, 2.342130728066;Paris;
2001;Greneta - Sebastopol;OUI;32;19;10;9;1;OUI;OUI;2024-06-15T12:45:22+02:00;48.865242333228, 2.3516669869423;Paris;
21952;Place Tony de Graaff;OUI;42;7;35;30;5;OUI;OUI;2024-06-15T12:51:59+02:00;48.8181645, 2.2458109;Meudon;
7016;Surcouf - Université;OUI;58;51;1;0;1;NON;NON;2024-06-15T12:44:36+02:00;48.861273016278, 2.3094535509142;Paris;
5030;Sorbonne - Ecoles;OUI;50;28;19;14;5;OUI;OUI;2024-06-15T12:52:07+02:00;48.849686566191, 2.3434996604919;Paris;
18137;Poissonniers - Nord;OUI;28;25;3;1;2;OUI;OUI;2024-06-15T12:50:24+02:00;48.892511213520656, 2.3522228747606277;Paris;
9015;Lamartine - Faubourg Montmartre;OUI;32;12;18;12;6;OUI;OUI;2024-06-15T12:52:18+02:00;48.87661398289084, 2.339765690267086;Paris;
7101;Raspail - Chomel;OUI;49;36;11;8;3;OUI;OUI;2024-06-15T12:52:07+02:00;48.852233164303, 2.3266580700874;Paris;
22017;Charles de Gaulle - Louis Philippe;OUI;28;17;10;4;6;OUI;OUI;2024-06-15T12:52:22+02:00;48.881742142181, 2.2710045335353;Neuilly-sur-Seine;
17116;Reims - Porte d'Asnières;OUI;26;3;23;19;4;OUI;OUI;2024-06-15T12:51:19+02:00;48.891834448210986, 2.300144659954865;Paris;
17104;Jardin Marguerite Long;OUI;22;21;1;1;0;OUI;OUI;2024-06-15T12:45:09+02:00;48.8816985773914, 2.2836575657129288;Paris;
13041;Porte d'Ivry;OUI;50;10;38;25;13;OUI;OUI;2024-06-15T12:52:15+02:00;48.821768747596, 2.3688706755638;Paris;
19030;Melun - Jean Jaurès;OUI;28;24;2;0;2;OUI;OUI;2024-06-15T12:50:57+02:00;48.8837796723475, 2.376477420330048;Paris;
13010;Place d'Italie - Vincent Auriol;OUI;40;29;10;3;7;OUI;OUI;2024-06-15T12:51:32+02:00;48.831481874467, 2.3567550292319;Paris;
21004;Jean Jaurès - Reine;OUI;31;17;14;14;0;OUI;OUI;2024-06-15T12:52:06+02:00;48.84009622558849, 2.239872515201569;Boulogne-Billancourt;
14006;Saint-Jacques - Tombe Issoire;OUI;23;19;4;1;3;OUI;OUI;2024-06-15T12:49:47+02:00;48.833206330538864, 2.3369108140468597;Paris;
22002;Argenson - Château;OUI;25;19;6;4;2;OUI;OUI;2024-06-15T12:46:52+02:00;48.888559314669514, 2.2642001509666447;Neuilly-sur-Seine;
18001;Damrémont - Caulaincourt;OUI;18;16;1;0;1;OUI;OUI;2024-06-15T12:51:51+02:00;48.88714509078738, 2.3325880989432335;Paris;
13022;Butte aux Cailles - Esperance;OUI;36;25;8;2;6;OUI;OUI;2024-06-15T12:51:51+02:00;48.82758774190948, 2.3492151126265526;Paris;
17016;Brochant - Square des Batignolles;OUI;31;29;2;1;1;OUI;OUI;2024-06-15T12:50:20+02:00;48.88818698581028, 2.316861143151153;Paris;
23302;Parc de Sceaux - Centre-Ville;OUI;33;33;0;0;0;NON;NON;2024-06-07T16:37:22+02:00;48.77695298261, 2.2957214713097;Sceaux;
20202;Dupont de l'Eure - Gambetta;OUI;31;28;3;0;3;OUI;OUI;2024-06-15T12:51:21+02:00;48.8679385, 2.4003649;Paris;
11110;Roquette - Folie Regnault;OUI;52;22;27;18;9;OUI;OUI;2024-06-15T12:52:08+02:00;48.859246959155485, 2.386553623578705;Paris;
1016;Thérèse - Opéra;OUI;25;2;23;14;9;OUI;OUI;2024-06-15T12:51:06+02:00;48.866483514509, 2.3344334212238;Paris;
16031;Vignes - Boulainvilliers;OUI;21;19;2;0;2;OUI;OUI;2024-06-15T12:45:16+02:00;48.856399483950504, 2.275240458548069;Paris;
41206;Place des Larris;OUI;34;24;10;1;9;OUI;OUI;2024-06-15T12:46:29+02:00;48.8568363, 2.4780236;Fontenay-sous-Bois;
12153;Terroirs de France - Lheureux;OUI;55;31;22;16;6;OUI;OUI;2024-06-15T12:51:23+02:00;48.83212027074841, 2.388618104159832;Paris;
20017;Saint-Blaise - Mouraud;OUI;27;24;3;0;3;OUI;OUI;2024-06-15T12:52:10+02:00;48.85696177597818, 2.40869477391243;Paris;
14127;Odessa - Départ;OUI;39;3;36;26;10;OUI;OUI;2024-06-15T12:51:44+02:00;48.842885590081, 2.3244281485677;Paris;
23008;Hôtel de Ville de Levallois Perret;OUI;26;15;10;8;2;OUI;OUI;2024-06-15T12:51:26+02:00;48.89314451997415, 2.2888818383216862;Levallois-Perret;
12120;Lac Daumesnil - Saint-Maurice;OUI;50;36;14;4;10;OUI;OUI;2024-06-15T12:51:53+02:00;48.82774555743318, 2.4183654785156246;Paris;
15063;Convention - Saint-Charles;OUI;23;22;1;0;1;NON;NON;2023-12-14T03:53:24+01:00;48.843156111116, 2.2831090539694;Paris;
22012;Madeleine Michelis - Roule;OUI;25;7;17;10;7;OUI;OUI;2024-06-15T12:51:48+02:00;48.88260431301364, 2.2773634269833565;Neuilly-sur-Seine;
8015;Roquépine - Malesherbes;OUI;37;32;3;0;3;OUI;OUI;2024-06-15T12:44:05+02:00;48.87345073390807, 2.320404499769211;Paris;
18142;Jessaint - Marx Dormoy;OUI;30;26;4;2;2;OUI;OUI;2024-06-15T12:51:55+02:00;48.88484543106364, 2.358930408954621;Paris;
7026;Place de Finlande;OUI;25;21;3;0;3;OUI;OUI;2024-06-15T12:52:17+02:00;48.862408335967, 2.3113624379039;Paris;
18014;Léon - Doudeauville;OUI;13;12;0;0;0;OUI;OUI;2024-06-15T12:49:10+02:00;48.88832421845225, 2.353573372638597;Paris;
21108;Mairie de Clichy;OUI;51;13;38;34;4;OUI;OUI;2024-06-15T12:51:49+02:00;48.903653634661, 2.3059353232384;Clichy;
13110;Moulin de la Pointe;OUI;22;19;3;0;3;OUI;OUI;2024-06-15T12:48:53+02:00;48.82092946051445, 2.3563179373741145;Paris;
31018;Gambetta - Michelet;OUI;33;23;10;1;9;OUI;OUI;2024-06-15T12:48:55+02:00;48.85273792380526, 2.429966032505036;Montreuil;
23105;Sèvres Rive Gauche;OUI;33;33;0;0;0;OUI;OUI;2024-06-15T12:46:04+02:00;48.821443218278, 2.2150785306885;Sèvres;
33005;République - Henri Barbusse;OUI;32;17;15;9;6;OUI;OUI;2024-06-15T12:51:02+02:00;48.90661553626751, 2.389432489871979;Aubervilliers;
42011;Quai Marcel Boyer - Victor Hugo;OUI;29;12;17;12;5;OUI;OUI;2024-06-15T12:51:42+02:00;48.82255636666729, 2.392039597034455;Ivry-sur-Seine;
11107;Faidherbe - Dahomey;OUI;44;12;28;24;4;OUI;OUI;2024-06-15T12:52:09+02:00;48.851358329771806, 2.383823134795429;Paris;
21120;Docteur Calmette - Martre;OUI;30;23;7;6;1;OUI;OUI;2024-06-15T12:52:15+02:00;48.898969358483, 2.3086513252383;Clichy;
2014;Daunou - Louis le Grand;OUI;17;1;15;6;9;OUI;OUI;2024-06-15T12:51:32+02:00;48.869113, 2.332515;Paris;
48009;République - Auguste Perret;OUI;30;28;1;0;1;OUI;OUI;2024-06-15T12:51:42+02:00;48.78695280952244, 2.3518594354391094;Villejuif;
8105;François 1er - Lincoln;OUI;31;28;3;2;1;OUI;OUI;2024-06-15T12:49:18+02:00;48.869517979344, 2.3024262188416;Paris;
21009;Le Corbusier - Jean Jaurès;OUI;46;35;11;4;7;OUI;OUI;2024-06-15T12:51:42+02:00;48.83780830557548, 2.2408381104469304;Boulogne-Billancourt;
11048;Place Mireille Havet;OUI;43;8;33;30;3;OUI;OUI;2024-06-15T12:52:13+02:00;48.850533, 2.383756;Paris;
20047;Cours de Vincennes - Davout;OUI;48;12;35;27;8;OUI;OUI;2024-06-15T12:52:18+02:00;48.847238029966, 2.4107042336225;Paris;
2101;Bachaumont - Montmartre;OUI;33;27;6;3;3;OUI;OUI;2024-06-15T12:51:48+02:00;48.86617395079137, 2.3449775576591496;Paris;
31017;Jean Moulin - Paul Doumer;OUI;20;17;3;0;3;OUI;OUI;2024-06-15T12:50:59+02:00;48.8622179854695, 2.45533436536789;Montreuil;
8049;Georges V - François 1er;OUI;22;19;2;1;1;OUI;OUI;2024-06-15T12:49:18+02:00;48.87034, 2.30082;Paris;
13047;Boutroux - Porte de Vitry;OUI;49;1;45;44;1;OUI;OUI;2024-06-15T12:52:13+02:00;48.822632, 2.377738;Paris;
12154;Square Georges Melies;OUI;40;21;19;16;3;OUI;OUI;2024-06-15T12:51:56+02:00;48.84070239213081, 2.409667745232582;Paris;
44103;Pont De Charenton;OUI;18;5;12;11;1;OUI;OUI;2024-06-15T12:49:29+02:00;48.8179685, 2.4199531;Saint-Maurice;
19021;Mairie du 19ème;OUI;27;21;4;0;4;OUI;OUI;2024-06-15T12:48:01+02:00;48.88256264247959, 2.3812624812126164;Paris;
22403;Pierre Brossolette - Adolphe Pinard;OUI;24;24;0;0;0;OUI;OUI;2024-06-15T12:49:57+02:00;48.82177227954821, 2.313155829906464;Malakoff;
35008;Place de l'Eglise - Pantin;OUI;30;29;1;0;1;OUI;OUI;2024-06-15T12:51:32+02:00;48.892809461520265, 2.4124351143836975;Pantin;
4107;Beaumarchais - Pas de la Mule;OUI;18;18;0;0;0;NON;NON;2024-06-15T12:50:14+02:00;48.855580507049, 2.3684333673431;Paris;
20045;Louis Ganne - Davout;OUI;30;26;4;1;3;OUI;OUI;2024-06-15T12:52:20+02:00;48.86338720692607, 2.409725748002529;Paris;
21951;Place Centrale;OUI;22;21;1;0;1;OUI;OUI;2024-06-15T12:50:42+02:00;48.78740167690531, 2.2278830409049992;Meudon;
13019;Fernand Braudel - Vincent Auriol;OUI;36;10;24;19;5;OUI;OUI;2024-06-15T12:51:27+02:00;48.83637852318147, 2.3723404482007027;Paris;
22103;Senard - Charles Blum;OUI;24;18;6;0;6;OUI;OUI;2024-06-15T12:52:00+02:00;48.857315824799, 2.221091687679291;Saint-Cloud;
11044;Square du Bataclan;OUI;20;9;7;2;5;OUI;OUI;2024-06-15T12:52:07+02:00;48.8633762, 2.3711327;Paris;
12125;Pyramide - Parc Floral;OUI;50;5;45;31;14;OUI;OUI;2024-06-15T12:52:05+02:00;48.837442, 2.440452;Paris;
8029;Place du Canada;OUI;58;50;7;2;5;OUI;OUI;2024-06-15T12:50:55+02:00;48.865346269363, 2.3101937879648;Paris;
31101;Jules Guesde - Laennec;OUI;19;4;15;1;14;OUI;OUI;2024-06-15T12:48:54+02:00;48.87628983900398, 2.5006942078471184;Rosny-sous-Bois;
17005;Brochant - Clichy;OUI;53;50;2;1;1;OUI;OUI;2024-06-15T12:49:45+02:00;48.89032998912038, 2.319730559929781;Paris;
31026;Demi-Lune - Aristide Briand;OUI;20;19;0;0;0;OUI;OUI;2024-06-15T12:50:49+02:00;48.87626381919953, 2.4562818557024;Montreuil;
21017;Place Marcel Sembat;OUI;56;18;38;33;5;OUI;OUI;2024-06-15T12:51:22+02:00;48.83328865030686, 2.2441747784614567;Boulogne-Billancourt;
17001;Guy Môquet - Saint-Ouen;OUI;53;50;2;0;2;OUI;OUI;2024-06-15T12:48:47+02:00;48.892777719023975, 2.3270335793495183;Paris;
14016;René Coty - Parc Montsouris;OUI;55;24;29;9;20;OUI;OUI;2024-06-15T12:50:57+02:00;48.82479134498032, 2.336124926805496;Paris;
12129;Bois de Vincennes - Porte Jaune;OUI;35;20;14;10;4;OUI;OUI;2024-06-15T12:50:59+02:00;48.838751246689455, 2.4605489149689674;Paris;
12033;François Truffaut - Saint Emilion;OUI;66;1;63;57;6;OUI;OUI;2024-06-15T12:52:20+02:00;48.83372354344807, 2.386601903271428;Paris;
12150;Bastille - Quai de la Rapée;OUI;27;1;25;21;4;OUI;OUI;2024-06-15T12:52:15+02:00;48.84682410855, 2.3669364675879;Paris;
18035;René Binet - Porte de Montmartre;OUI;37;34;3;3;0;OUI;OUI;2024-06-15T12:47:01+02:00;48.89905109950848, 2.3365534096956253;Paris;
8011;Clapeyron - Moscou;OUI;15;15;0;0;0;OUI;OUI;2024-06-15T12:47:49+02:00;48.88078819514121, 2.324815057218075;Paris;
15009;Suffren - Pérignon;OUI;46;42;3;2;1;OUI;OUI;2024-06-15T12:48:25+02:00;48.84717561492764, 2.307052147596786;Paris;
35011;Honoré d'Estienne d'Ovres - Grilles;OUI;18;11;6;3;3;OUI;OUI;2024-06-15T12:48:31+02:00;48.89056394743836, 2.4064831843792427;Pantin;
23005;Gare de Clichy-Levallois;OUI;26;11;12;9;3;OUI;OUI;2024-06-15T12:52:09+02:00;48.89679827481989, 2.2984680533409123;Levallois-Perret;
7010;Constantine - Université;OUI;65;57;6;2;4;OUI;OUI;2024-06-15T12:46:50+02:00;48.860680473738, 2.3148481955842;Paris;
20117;Saint-Fargeau - Mortier;OUI;31;30;1;0;1;OUI;OUI;2024-06-15T12:49:31+02:00;48.87266656122256, 2.407912909984589;Paris;
10152;Gare du Nord - Place de Valenciennes;OUI;25;3;21;8;13;OUI;OUI;2024-06-15T12:52:08+02:00;48.879089, 2.354235;Paris;
14125;Dareau - Broussais;OUI;24;19;4;4;0;OUI;OUI;2024-06-15T12:52:13+02:00;48.8307758, 2.3361804;Paris;
15019;Paul Barruel - Vaugirard;OUI;39;36;3;0;3;OUI;OUI;2024-06-15T12:51:46+02:00;48.84014918546239, 2.3044332861900334;Paris;
9013;Mairie du 9ème;OUI;24;21;3;1;2;OUI;OUI;2024-06-15T12:50:28+02:00;48.87326713758289, 2.340753448052758;Paris;
7024;Rapp - Place du Général Gouraud;OUI;31;21;8;5;3;OUI;OUI;2024-06-15T12:51:35+02:00;48.858102885107, 2.3004072904587;Paris;
18114;Véron - Lepic;OUI;23;20;3;0;3;OUI;OUI;2024-06-15T12:51:24+02:00;48.88526123395252, 2.334559857845307;Paris;
11031;Jacquard - Ternaux;OUI;0;0;0;0;0;NON;NON;2024-03-27T07:55:09+01:00;48.8646605, 2.373162;Paris;
92005;Gare de Nanterre Ville;OUI;43;15;28;19;9;OUI;OUI;2024-06-15T12:52:19+02:00;48.8950295, 2.1957932;Nanterre;
13515;Auguste Blanqui - Glacière;OUI;60;38;20;10;10;OUI;OUI;2024-06-15T12:51:57+02:00;48.831151602964, 2.343822196126;Paris;
19113;Pré Saint-Gervais - Lilas;OUI;28;24;4;0;4;OUI;OUI;2024-06-15T12:52:08+02:00;48.877870626988, 2.3959073424339;Paris;
15131;Charles Lecocq - Lecourbe;OUI;30;16;14;14;0;OUI;OUI;2024-06-15T12:48:40+02:00;48.84044, 2.294867;Paris;
14128;Gergovie - Vercingétorix;OUI;29;26;3;2;1;OUI;OUI;2024-06-15T12:44:14+02:00;48.83453413883994, 2.313154547426182;Paris;
10037;Quai de Valmy;OUI;26;23;3;3;0;OUI;OUI;2024-06-15T12:50:40+02:00;48.88126951579429, 2.368186041712761;Paris;
10039;Sambre et Meuse - Villette;OUI;25;22;2;1;1;OUI;OUI;2024-06-15T12:44:47+02:00;48.874405666217, 2.3738072379951;Paris;
20002;Square de la rue Pixérécourt;OUI;15;14;0;0;0;OUI;OUI;2024-06-15T12:47:59+02:00;48.8736824, 2.3960278;Paris;
19036;Hôpital Robert Debré;OUI;33;31;2;1;1;OUI;OUI;2024-06-15T12:50:21+02:00;48.88005222200894, 2.4008650346327003;Paris;
9036;Athènes - Clichy;OUI;20;19;1;0;1;OUI;OUI;2024-06-15T12:47:51+02:00;48.878113787876, 2.32956021945824;Paris;
9016;Choron - Martyrs;OUI;17;13;3;2;1;OUI;OUI;2024-06-15T12:50:22+02:00;48.877851443502536, 2.3396701365709305;Paris;
12006;Gare de Lyon - Van Gogh;OUI;41;0;39;19;20;OUI;OUI;2024-06-15T12:49:42+02:00;48.843839785643, 2.3704450240357;Paris;
35004;Place du Président Salvador Allende;OUI;60;36;23;15;8;OUI;OUI;2024-06-15T12:45:48+02:00;48.897307310356055, 2.40079153681279;Pantin;
13027;Mazagran - Pierre de Coubertin;OUI;15;5;9;4;5;OUI;OUI;2024-06-15T12:46:46+02:00;48.816218640260445, 2.344226874411106;Paris;
31707;Edouard Vaillant - Galliéni;OUI;49;36;13;2;11;OUI;OUI;2024-06-15T12:51:50+02:00;48.858462881661, 2.4147954583168;Bagnolet;
17029;Pierre Demours - Laugier;OUI;37;35;2;2;0;OUI;OUI;2024-06-15T12:51:56+02:00;48.8813072, 2.294846;Paris;
13020;Paul Klee - Place Augusta Holmes;OUI;43;2;41;33;8;OUI;OUI;2024-06-15T12:51:47+02:00;48.838946417408025, 2.3704235663952966;Paris;
10004;Metz - Faubourg Saint-Denis;OUI;48;39;4;3;1;OUI;OUI;2024-06-15T12:51:10+02:00;48.870893, 2.353521;Paris;
19124;Alexander Fleming - Belvédère;OUI;31;26;5;1;4;OUI;OUI;2024-06-15T12:47:33+02:00;48.88179064200294, 2.4030599377642674;Paris;
20039;Belleville - Couronnes;OUI;50;47;3;1;2;OUI;OUI;2024-06-15T12:46:15+02:00;48.868831082877, 2.3809862136841;Paris;
14113;Santé - Arago;OUI;38;34;3;0;3;OUI;OUI;2024-06-15T12:51:39+02:00;48.83507657562064, 2.3415737262044938;Paris;
5034;Censier - Santeuil;OUI;69;8;61;52;9;OUI;OUI;2024-06-15T12:51:28+02:00;48.840658921385234, 2.3537524044513702;Paris;
35015;Averroès - Aimé Césaire;OUI;19;3;16;11;5;OUI;OUI;2024-06-15T12:51:54+02:00;48.91405323432864, 2.412636950612068;Pantin;
10017;Gare de l'Est - Fidélité;OUI;15;4;10;8;2;OUI;OUI;2024-06-15T12:51:42+02:00;48.874575, 2.356796;Paris;
32021;Place du Front Populaire - George Sand;OUI;65;62;1;1;0;OUI;OUI;2024-06-15T12:50:15+02:00;48.90680713698062, 2.364541214992642;Saint-Denis;
21115;Chancé Milly - Cimetière Communal Sud;OUI;32;24;7;6;1;OUI;OUI;2024-06-15T12:51:55+02:00;48.89687189382465, 2.303922325372696;Clichy;
20004;Commandant l'Herminier - Gallieni;OUI;17;4;13;9;4;OUI;OUI;2024-06-15T12:52:09+02:00;48.847040552603, 2.4160453677177;Paris;
10153;Gare du Nord - Denain;OUI;20;0;19;6;13;OUI;OUI;2024-06-15T12:50:33+02:00;48.879595787608, 2.3544725775719;Paris;
16007;Longchamp - Place d'Iéna;OUI;40;33;7;4;3;OUI;OUI;2024-06-15T12:52:17+02:00;48.86491723343388, 2.2926748171448708;Paris;
16003;André Maurois - Joseph et Marie Hackin;OUI;29;16;10;5;5;OUI;OUI;2024-06-15T12:49:54+02:00;48.8778983, 2.2789591;Paris;
10110;Louis Blanc - Jemmapes;OUI;31;20;8;2;6;OUI;OUI;2024-06-15T12:51:11+02:00;48.879330755297346, 2.368448562920093;Paris;
16014;Eylau - Trocadéro;OUI;24;16;8;1;7;OUI;OUI;2024-06-15T12:51:35+02:00;48.863354122371, 2.2864209115505;Paris;
15125;Parc Suzanne Lenglen;OUI;52;20;32;28;4;OUI;OUI;2024-06-15T12:52:12+02:00;48.833250690537874, 2.2765403240919113;Paris;
21316;Cimetière d'Issy-les-Moulineaux;OUI;24;14;10;0;10;OUI;OUI;2024-06-15T12:51:46+02:00;48.817699773925, 2.2609312087297;Issy-les-Moulineaux;
13117;Stade Georges Carpentier;OUI;40;11;28;5;23;OUI;OUI;2024-06-15T12:52:04+02:00;48.820482438381, 2.3668321967125;Paris;
21708;Marcel Yol - Jullien;OUI;30;29;1;1;0;OUI;OUI;2024-06-15T12:50:50+02:00;48.82537611802588, 2.287235018058929;Vanves;
