Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
42019;Lampes;OUI;43;23;20;18;2;OUI;OUI;2024-06-15T12:48:48+02:00;48.81152481985875, 2.4017931148409843;Ivry-sur-Seine;
27001;Square Victor Basch;OUI;20;13;7;0;7;OUI;OUI;2024-06-15T12:47:33+02:00;48.914304862261, 2.2289156913757;Colombes;
19046;Porte de Pantin.;OUI;33;19;12;6;6;OUI;OUI;2024-06-15T12:50:06+02:00;48.889199725577, 2.3950181901455;Paris;
28005;Jean Jaurès - Paul Lafargue;OUI;28;26;2;2;0;OUI;OUI;2024-06-15T12:47:53+02:00;48.884933177666, 2.2484488785267;Puteaux;
1008;Les Halles - Saint-Eustache;OUI;32;16;15;12;3;OUI;OUI;2024-06-15T12:51:24+02:00;48.86362695901683, 2.342623919248581;Paris;
18112;Arthur Ranc - Hôpital Bichat;OUI;26;22;3;2;1;OUI;OUI;2024-06-15T12:49:01+02:00;48.8978712500682, 2.333521842956543;Paris;
9019;Victor Massé - Jean-Baptiste Pigalle;OUI;18;15;3;0;3;OUI;OUI;2024-06-15T12:48:34+02:00;48.8811043724, 2.3366955667734;Paris;
16139;Suresnes - Muette à Neuilly;OUI;30;21;8;0;8;OUI;OUI;2024-06-15T12:50:52+02:00;48.868570404348, 2.266000919044;Paris;
44004;Place de l'Eglise - Vitry-sur-Seine;OUI;28;7;21;10;11;OUI;OUI;2024-06-15T12:50:19+02:00;48.791922819921815, 2.395057752728462;Vitry-sur-Seine;
6007;Bréa - Raspail;OUI;24;16;7;5;2;OUI;OUI;2024-06-15T12:48:57+02:00;48.842738478258, 2.3297942217634;Paris;
12016;Saint-Mande - Picpus;OUI;35;11;23;17;6;OUI;OUI;2024-06-15T12:50:27+02:00;48.845127728278, 2.4015686296482;Paris;
12166;Parc Floral du Bel Air;OUI;25;18;7;1;6;OUI;OUI;2024-06-15T12:52:19+02:00;48.839285711865735, 2.438560165464878;Paris;
23301;Les Blagis;OUI;27;9;18;14;4;OUI;OUI;2024-06-15T12:49:27+02:00;48.785205, 2.302526;Sceaux;
22603;Place de la Division Leclerc;OUI;35;31;4;0;4;OUI;OUI;2024-06-15T12:48:44+02:00;48.793824988636516, 2.2731140430551027;Fontenay-aux-Roses;
42210;Victor Hugo - Paul Eluard;OUI;32;8;23;18;5;OUI;OUI;2024-06-15T12:51:17+02:00;48.819602554907, 2.4114319673051;Charenton-le-Pont;
12113;Cardinal Lavigerie;OUI;46;21;25;21;4;OUI;OUI;2024-06-15T12:51:41+02:00;48.832934193699835, 2.402636749399156;Paris;
34013;Blanqui - Docteur Bauer;OUI;28;24;3;3;0;OUI;OUI;2024-06-15T12:47:25+02:00;48.907735489085, 2.3407192814591;Saint-Ouen-sur-Seine;
16010;Belles Feuilles - Place de Mexico;OUI;23;22;1;1;0;OUI;OUI;2024-06-15T12:50:04+02:00;48.865804746474, 2.2829206287861;Paris;
44008;Youri Gagarine - Commune de Paris;OUI;33;0;33;13;20;OUI;OUI;2024-06-15T12:52:00+02:00;48.782427463041, 2.3939734697342;Vitry-sur-Seine;
16201;Porte Dauphine;OUI;65;57;5;2;3;OUI;OUI;2024-06-15T12:48:24+02:00;48.871139344351, 2.2749781616017;Paris;
23104;Quai de Sèvres - Manufacture Nationale;OUI;28;21;7;2;5;OUI;OUI;2024-06-15T12:51:43+02:00;48.828688, 2.22499;Sèvres;
23042;André Theuriet - Blagis;OUI;30;3;27;15;12;OUI;OUI;2024-06-15T12:51:46+02:00;48.77977325745441, 2.3130525648593903;Bourg-la-Reine;
48012;Stalingrad - Henri Luisette;OUI;26;24;2;0;2;OUI;OUI;2024-06-15T12:47:10+02:00;48.78363092456589, 2.366935946761926;Villejuif;
2020;Danielle Casanova - Opéra;OUI;20;4;16;10;6;OUI;OUI;2024-06-15T12:51:26+02:00;48.867643242297, 2.3333894088864;Paris;
23303;Gare de Robinson;OUI;30;17;13;8;5;OUI;OUI;2024-06-15T12:51:11+02:00;48.7799259211605, 2.281828634440899;Sceaux;
32020;Jules Guesdes - Carnot;OUI;16;12;4;1;3;OUI;OUI;2024-06-15T12:49:27+02:00;48.93828169931872, 2.3508992046117783;Saint-Denis;
15018;Dutot - Place Alleray;OUI;56;51;5;5;0;OUI;OUI;2024-06-15T12:51:47+02:00;48.836826091766, 2.3071701095578;Paris;
27006;Victor Hugo - Gare;OUI;22;16;6;5;1;OUI;OUI;2024-06-15T12:51:49+02:00;48.923133952658, 2.2600970417261;Colombes;
26012;Jardin Modèle - Pierre Boudou;OUI;18;4;13;11;2;OUI;OUI;2024-06-15T12:51:15+02:00;48.914866710946, 2.3057010525935;Asnières-sur-Seine;
32022;Henri Barbusse - Marcel Cachin;OUI;37;28;9;6;3;OUI;OUI;2024-06-15T12:51:12+02:00;48.93742089281, 2.3720374971659;Saint-Denis;
23202;Henri Barbusse - Gabriel Péri;OUI;27;25;1;0;1;OUI;OUI;2024-06-15T12:42:27+02:00;48.801773795836, 2.2874166362216;Châtillon;
1015;Place André Malraux;OUI;19;0;19;11;8;OUI;OUI;2024-06-15T12:52:14+02:00;48.863925158727, 2.3356226831675;Paris;
13049;Vincent Auriol - Louise Weiss;OUI;22;11;10;8;2;OUI;OUI;2024-06-15T12:51:56+02:00;48.834001935501, 2.3703888058662;Paris;
2006;Place des Victoires;OUI;24;7;17;9;8;OUI;OUI;2024-06-15T12:52:20+02:00;48.8660354, 2.3420333;Paris;
6015;André Mazet - Saint-André des Arts;OUI;55;41;12;5;7;OUI;OUI;2024-06-15T12:51:25+02:00;48.85375581057431, 2.3390958085656166;Paris;
1024;Coquillière - Louvre;OUI;21;12;9;9;0;OUI;OUI;2024-06-15T12:51:09+02:00;48.86379590966231, 2.3425736278295517;Paris;
32605;Mairie;OUI;20;19;0;0;0;OUI;OUI;2024-06-15T12:49:52+02:00;48.87914304162, 2.4163350908311;Les Lilas;
13202;Place Farhat Hached;OUI;28;19;8;7;1;OUI;OUI;2024-06-15T12:52:08+02:00;48.825806194537, 2.3819742271533;Paris;
17202;Mariotte - Batignolles;OUI;20;18;2;1;1;OUI;OUI;2024-06-15T12:49:29+02:00;48.884571659595, 2.321469503475;Paris;
6029;Vaugirard - Monsieur le Prince;OUI;26;15;11;6;5;OUI;OUI;2024-06-15T12:50:30+02:00;48.848951441614, 2.3411329463124;Paris;
8202;Londres - Europe;OUI;27;22;4;1;3;OUI;OUI;2024-06-15T12:51:40+02:00;48.878618556803, 2.3248164693922;Paris;
12202;Charenton - Wattignies;OUI;40;15;25;21;4;OUI;OUI;2024-06-15T12:50:28+02:00;48.836919119234, 2.3916775206425;Paris;
17020;Jouffroy d'Abbans - Malesherbes;OUI;27;23;3;1;2;OUI;OUI;2024-06-15T12:52:13+02:00;48.8850134, 2.3070717;Paris;
20010;Sorbier - Gasnier-Guy;OUI;34;31;2;0;2;OUI;OUI;2024-06-15T12:51:00+02:00;48.86521763101122, 2.39365965127945;Paris;
23206;Béranger - Félix Faure;OUI;28;28;0;0;0;OUI;OUI;2024-06-15T12:52:15+02:00;48.80404828621485, 2.2848263373723436;Châtillon;
21011;Silly - Louis Blériot;OUI;23;22;1;0;1;OUI;OUI;2024-06-15T12:43:32+02:00;48.83219045374266, 2.2340199351310734;Boulogne-Billancourt;
10202;Bichat - Grange aux Belles;OUI;30;19;11;7;4;OUI;OUI;2024-06-15T12:51:59+02:00;48.873688, 2.365015;Paris;
20140;Paganini - Davout;OUI;22;4;18;17;1;OUI;OUI;2024-06-15T12:45:59+02:00;48.85135, 2.412021;Paris;
42030;Stéphanie Bouvard - Gambetta;OUI;30;23;7;2;5;OUI;OUI;2024-06-15T12:50:59+02:00;48.814548138856, 2.4024386957288;Ivry-sur-Seine;
42022;Gare RER - Maurice Grandcoing;OUI;37;6;31;28;3;OUI;OUI;2024-06-15T12:51:08+02:00;48.813881, 2.392429;Ivry-sur-Seine;
5027;Gobelins - Port-Royal;OUI;40;6;33;31;2;OUI;OUI;2024-06-15T12:50:51+02:00;48.837135900263, 2.3515201359987;Paris;
20048;Bagnolet - Place Saint-Blaise;OUI;28;25;3;0;3;OUI;OUI;2024-06-15T12:49:58+02:00;48.85973, 2.40334;Paris;
42024;Danielle Casanova - Ledru-Rollin;OUI;28;23;5;3;2;OUI;OUI;2024-06-15T12:49:46+02:00;48.815783497876815, 2.383259721100331;Ivry-sur-Seine;
10166;Strasbourg - Saint-Denis;OUI;16;3;13;12;1;OUI;OUI;2024-06-15T12:52:16+02:00;48.869601642433, 2.3542908579111;Paris;
18135;Ney - Porte de Montmartre;OUI;24;21;3;1;2;OUI;OUI;2024-06-15T12:51:24+02:00;48.897918, 2.3364872;Paris;
45004;République - Louis Loucheur;OUI;37;13;24;12;12;OUI;OUI;2024-06-15T12:50:54+02:00;48.823549261189, 2.5101865455508;Champigny-sur-Marne;
21329;Gare - Aristide Briand;OUI;29;12;16;16;0;OUI;OUI;2024-06-15T12:51:09+02:00;48.821410564722, 2.2555950104387;Issy-les-Moulineaux;
13051;Halle Freyssinet - Parvis Alan Turing;OUI;23;18;5;3;2;OUI;OUI;2024-06-15T12:42:32+02:00;48.832846814471, 2.3711421713233;Paris;
8040;Pierre Charron - Champs-Elysées;OUI;32;14;16;8;8;OUI;OUI;2024-06-15T12:48:47+02:00;48.870103359864, 2.3043501377106;Paris;
32011;Stade de France - Francis de Pressensé;OUI;44;28;15;2;13;OUI;OUI;2024-06-15T12:50:45+02:00;48.919141953558, 2.3620655760169;Saint-Denis;
19121;Belleville -  Pré Saint-Gervais;OUI;21;18;3;0;3;OUI;OUI;2024-06-15T12:46:05+02:00;48.875565910073, 2.3930460959673;Paris;
18010;Riquet - Marx Dormoy;OUI;26;26;0;0;0;NON;NON;2023-08-08T17:42:30+02:00;48.89021003702, 2.3601756244898;Paris;
19114;Manin - Secrétan;OUI;20;20;0;0;0;OUI;OUI;2024-06-15T12:50:40+02:00;48.8791665, 2.3787959;Paris;
23703;Gare de Chaville Rive Gauche;OUI;18;12;5;1;4;OUI;OUI;2024-06-15T12:48:00+02:00;48.80516030434533, 2.188277207314968;Chaville;
21002;Place Denfert-Rochereau;OUI;20;18;2;0;2;OUI;OUI;2024-06-15T12:51:31+02:00;48.843252536286684, 2.245987951755524;Boulogne-Billancourt;
20142;Mûriers - Père Lachaise;OUI;20;19;1;1;0;OUI;OUI;2024-06-15T12:47:44+02:00;48.864130509668044, 2.39164982067019;Paris;
13024;Bobillot - Tolbiac;OUI;33;28;5;2;3;OUI;OUI;2024-06-15T12:49:27+02:00;48.8255961335041, 2.350204177200794;Paris;
48001;Chastenet de Géry - Marcel Paul;OUI;25;11;14;2;12;OUI;OUI;2024-06-15T12:47:48+02:00;48.800123, 2.3567359;Villejuif;
24004;Paix - Verdun;OUI;35;11;24;9;15;OUI;OUI;2024-06-15T12:49:09+02:00;48.900504, 2.261173;Courbevoie;
51008;Martyrs de Châteaubriant - Jean Grandel;OUI;38;22;16;7;9;OUI;OUI;2024-06-15T12:49:57+02:00;48.951432, 2.211214;Argenteuil;
8018;Saint-Augustin;OUI;31;28;3;1;2;OUI;OUI;2024-06-15T12:49:55+02:00;48.8762009747008, 2.319786250591278;Paris;
24101;Place Charles de Gaulle;OUI;24;22;2;0;2;OUI;OUI;2024-06-15T12:51:43+02:00;48.826073335699, 2.1894485725692;Ville-d'Avray;
23041;Général Leclerc - Bièvre;OUI;25;15;9;7;2;OUI;OUI;2024-06-15T12:51:26+02:00;48.782414428747316, 2.3166695237159733;Bourg-la-Reine;
34011;Clef des Champs - Albert Dhalenne;OUI;28;17;11;7;4;OUI;OUI;2024-06-15T01:07:23+02:00;48.914938, 2.330665;Saint-Ouen-sur-Seine;
24005;Edith Cavell - Volta;OUI;33;27;6;2;4;OUI;OUI;2024-06-15T12:48:15+02:00;48.901616564286975, 2.269354350864887;Courbevoie;
21704;Place du Maréchal de Lattre de Tassigny;OUI;27;12;15;7;8;OUI;OUI;2024-06-15T12:52:21+02:00;48.821707715257055, 2.2853431485432423;Vanves;
15069;Félix Faure - Convention;OUI;44;14;27;19;8;OUI;OUI;2024-06-15T12:51:40+02:00;48.841249336041045, 2.288386600849503;Paris;
15203;Porte de Versailles;OUI;28;6;20;18;2;OUI;OUI;2024-06-15T12:51:41+02:00;48.832324016657, 2.2875617349045;Paris;
13116;Place du Docteur Yersin;OUI;50;39;10;10;0;OUI;OUI;2024-06-15T12:49:33+02:00;48.82010494991975, 2.3725583776831627;Paris;
25007;Bons Raisins - Voltaire;OUI;24;22;1;0;1;OUI;OUI;2024-06-15T12:48:14+02:00;48.87282451461399, 2.1947155570850896;Rueil-Malmaison;
11111;Léon Frot - Charonne;OUI;19;9;8;7;1;OUI;OUI;2024-06-15T12:48:52+02:00;48.854963800335234, 2.387217085372007;Paris;
12123;Château de Vincennes;OUI;52;21;31;7;24;OUI;OUI;2024-06-15T12:52:00+02:00;48.84423193255657, 2.439209537709179;Paris;
15012;Cambronne - Mademoiselle;OUI;67;30;37;31;6;OUI;OUI;2024-06-15T12:51:43+02:00;48.843277330035214, 2.30230766886348;Paris;
19006;Mathis - Flandre;OUI;55;50;5;2;3;OUI;OUI;2024-06-15T12:51:17+02:00;48.8906429898976, 2.3762554675340652;Paris;
18016;Francoeur - Caulaincourt;OUI;34;32;1;0;1;OUI;OUI;2024-06-15T12:48:47+02:00;48.8899944409612, 2.342529706656933;Paris;
13015;Chevaleret - Louise Weiss;OUI;35;15;19;7;12;OUI;OUI;2024-06-15T12:51:14+02:00;48.83258651335057, 2.371211388119954;Paris;
19117;Euryale Dehaynin - Loire;OUI;30;20;10;8;2;OUI;OUI;2024-06-15T12:51:51+02:00;48.886248917304805, 2.3774591088294987;Paris;
8052;Balzac - Champs Elysées;OUI;30;28;2;1;1;OUI;OUI;2024-06-15T12:49:32+02:00;48.872699639621, 2.3001953959465;Paris;
34010;Hôtel de Ville de Saint-Ouen;OUI;48;26;22;19;3;OUI;OUI;2024-06-15T12:51:04+02:00;48.911380185786, 2.3340076807601;Saint-Ouen-sur-Seine;
31104;Mairie de Rosny-sous-Bois;OUI;30;3;26;18;8;OUI;OUI;2024-06-15T12:49:28+02:00;48.871256519012, 2.4865807592869;Rosny-sous-Bois;
10003;Hauteville - Bonne Nouvelle;OUI;17;2;14;11;3;OUI;OUI;2024-06-15T12:51:06+02:00;48.87077436024, 2.3496496368327;Paris;
13006;Duméril - Jeanne d'Arc;OUI;40;19;21;14;7;OUI;OUI;2024-06-15T12:51:29+02:00;48.83815160808658, 2.357108449556404;Paris;
11022;Roquette - Auguste Laurent;OUI;16;6;8;4;4;OUI;OUI;2024-06-15T12:52:19+02:00;48.858001906023354, 2.381797702650783;Paris;
48006;Maxime Gorki - Paul Vaillant-Couturier;OUI;20;17;3;1;2;OUI;OUI;2024-06-15T12:48:33+02:00;48.79673508795443, 2.3683342337608337;Villejuif;
41103;Place de la vache noire;OUI;25;23;2;0;2;OUI;OUI;2024-06-15T12:50:34+02:00;48.81040517059777, 2.327060401439667;Arcueil;
15053;Lecourbe - Convention;OUI;46;31;14;14;0;OUI;OUI;2024-06-15T12:51:29+02:00;48.83923319241899, 2.2915197908878326;Paris;
14004;Port Royal - Hôpital Cochin;OUI;23;18;5;5;0;OUI;OUI;2024-06-15T12:45:03+02:00;48.838608030238, 2.3406994164846;Paris;
21022;Dôme - République;OUI;25;5;20;20;0;OUI;OUI;2024-06-15T12:51:17+02:00;48.832681, 2.250257;Boulogne-Billancourt;
14027;Gergovie - Alésia;OUI;36;35;1;1;0;OUI;OUI;2024-06-15T12:51:45+02:00;48.83088717455243, 2.318882101207347;Paris;
9025;Taitbout - Châteaudun;OUI;39;37;1;0;1;OUI;OUI;2024-06-15T12:48:39+02:00;48.876383969379, 2.335356677933531;Paris;
42303;Place Eustache Deschamps;OUI;20;9;11;10;1;OUI;OUI;2024-06-15T12:51:49+02:00;48.793855, 2.336637;Cachan;
20003;Pyrénées - Cours de Vincennes;OUI;21;6;12;10;2;OUI;OUI;2024-06-15T12:50:49+02:00;48.847796779935, 2.4061721563339;Paris;
48002;LCL Campus - Place Oscar Niemeyer;OUI;37;35;1;1;0;OUI;OUI;2024-06-15T12:52:01+02:00;48.805342480621576, 2.363983690738678;Villejuif;
15041;Franquet - Labrouste;OUI;37;32;5;3;2;OUI;OUI;2024-06-15T12:50:45+02:00;48.83287705011431, 2.306762784719467;Paris;
41605;Général De Gaulle - Vivien;OUI;22;19;3;1;2;OUI;OUI;2024-06-15T12:48:57+02:00;48.83607420090204, 2.4189166724681854;Saint-Mandé;
41602;Place Charles Digeon;OUI;32;16;15;11;4;OUI;OUI;2024-06-15T12:52:13+02:00;48.84354203133597, 2.418427169322968;Saint-Mandé;
20012;Buzenval - Vignoles;OUI;17;14;1;1;0;OUI;OUI;2024-06-15T12:44:20+02:00;48.85385817168762, 2.400004081428051;Paris;
13028;Gouthière - Poterne des Peupliers;OUI;33;5;26;24;2;OUI;OUI;2024-06-15T12:51:21+02:00;48.820507, 2.351342;Paris;
35013;Guillaume Tell - Parc Henri Barbusse;OUI;20;10;10;1;9;OUI;OUI;2024-06-15T12:49:23+02:00;48.88958925894009, 2.4198862910270695;Pantin;
30003;Moscou - Edouard Vaillant;OUI;30;4;24;15;9;OUI;OUI;2024-06-15T12:49:37+02:00;48.90755810177, 2.4689837335263;Bobigny;
12008;Hector Malot - Daumesnil;OUI;54;0;52;49;3;OUI;OUI;2024-06-15T12:52:18+02:00;48.84693552991762, 2.3770876228809357;Paris;
20020;Pyrénées - Charles Renouvier;OUI;29;26;2;0;2;OUI;OUI;2024-06-15T12:49:38+02:00;48.86095933229224, 2.400421852042113;Paris;
12102;Bercy - Traversiére;OUI;30;1;29;26;3;OUI;OUI;2024-06-15T12:52:07+02:00;48.846192642574, 2.3703800886869;Paris;
13120;Pierre Joseph Desault;OUI;19;9;9;9;0;OUI;OUI;2024-06-15T12:51:44+02:00;48.82110230800372, 2.378775402903557;Paris;
15024;Suffren - La Motte-Piquet;OUI;23;9;12;7;5;OUI;OUI;2024-06-15T12:52:21+02:00;48.850881230919, 2.3012199997902;Paris;
12119;Dom-Pérignon - Gravelle;OUI;50;26;21;11;10;OUI;OUI;2024-06-15T12:52:12+02:00;48.825481574435, 2.409880310297;Paris;
20032;Square des Amandiers;OUI;12;11;0;0;0;OUI;OUI;2024-06-15T12:48:20+02:00;48.86615630668046, 2.3891324177384377;Paris;
43007;Hôtel de Ville de Vincennes;OUI;27;14;13;7;6;OUI;OUI;2024-06-15T12:48:48+02:00;48.84827609706963, 2.4398955702781677;Vincennes;
17117;Pereire - Saussure;OUI;32;28;4;1;3;OUI;OUI;2024-06-15T12:51:22+02:00;48.888229075478, 2.3101296275854;Paris;
15050;Dominique Pado - Croix Nivert;OUI;22;15;7;6;1;OUI;OUI;2024-06-15T12:51:58+02:00;48.83648798164934, 2.2897250577807426;Paris;
18021;Marcadet - Ramey;OUI;21;20;0;0;0;OUI;OUI;2024-06-15T12:50:41+02:00;48.890875, 2.3449019;Paris;
16025;Jean de la Fontaine - Boulainvilliers;OUI;68;5;61;58;3;OUI;OUI;2024-06-15T12:52:21+02:00;48.85264791461651, 2.2758664190769196;Paris;
16116;George Sand - Jean de La Fontaine;OUI;29;11;18;15;3;OUI;OUI;2024-06-15T12:50:16+02:00;48.84986918764119, 2.268257387525699;Paris;
13036;Olympiades;OUI;36;10;22;11;11;OUI;OUI;2024-06-15T12:52:17+02:00;48.826764665199, 2.3650860786438;Paris;
20013;Alexandre Dumas - Place de la Réunion;OUI;45;30;14;12;2;OUI;OUI;2024-06-15T12:51:02+02:00;48.85533710742046, 2.3997703687646292;Paris;
14035;Maine - Jean Zay;OUI;50;28;22;14;8;OUI;OUI;2024-06-15T12:51:34+02:00;48.837925263898, 2.3225428909063;Paris;
7023;Bourdonnais - Tour Eiffel;OUI;60;5;53;30;23;OUI;OUI;2024-06-15T12:52:07+02:00;48.860897797941, 2.295599598447;Paris;
14009;Tombe Issoire - René Coty;OUI;36;25;8;3;5;OUI;OUI;2024-06-15T12:48:09+02:00;48.830512876709, 2.3343613743782;Paris;
25004;Marcel Pourtout - Édouard Manet;OUI;24;8;16;15;1;OUI;OUI;2024-06-15T12:52:15+02:00;48.87555620763429, 2.1655967831611638;Rueil-Malmaison;
16017;Siam - La Pompe;OUI;16;14;2;0;2;OUI;OUI;2024-06-15T12:46:05+02:00;48.861720329027264, 2.275346568555312;Paris;
12022;Sahel - Général Michel Bizot;OUI;33;29;3;0;3;OUI;OUI;2024-06-15T12:49:09+02:00;48.840872964793355, 2.4044444784522057;Paris;
15045;Porte de la Plaine;OUI;35;26;9;7;2;OUI;OUI;2024-06-15T12:51:39+02:00;48.82805169605981, 2.2924277186393742;Paris;
14005;René Coty - Place Denfert-Rochereau;OUI;36;7;28;2;26;OUI;OUI;2024-06-15T12:51:55+02:00;48.833056477316, 2.3329411447048;Paris;
21023;Ancienne Mairie - André Morizet;OUI;25;19;6;6;0;OUI;OUI;2024-06-15T12:50:53+02:00;48.838311, 2.234077;Boulogne-Billancourt;
15027;Duhamel - André Gide;OUI;20;16;4;0;4;OUI;OUI;2024-06-15T12:43:32+02:00;48.8365662244334, 2.312707121097412;Paris;
31105;Lavoisier - Missak Manouchian;OUI;18;1;17;8;9;OUI;OUI;2024-06-15T12:46:59+02:00;48.86286468896063, 2.495676465332508;Rosny-sous-Bois;
43004;Montreuil - République;OUI;25;15;10;6;4;OUI;OUI;2024-06-15T12:49:30+02:00;48.85026349463687, 2.4345204234123234;Vincennes;
5033;Saint-Séverin - Saint-Michel;OUI;30;8;21;16;5;OUI;OUI;2024-06-15T12:52:03+02:00;48.852731305488, 2.3440927639604;Paris;
22701;Général Leclerc - République;OUI;30;7;23;13;10;OUI;OUI;2024-06-15T12:51:19+02:00;48.915885074177, 2.2682306702811;Bois-Colombes;
42205;Place Aristide Briand;OUI;35;20;15;8;7;OUI;OUI;2024-06-15T12:51:18+02:00;48.82189236575831, 2.413003742694855;Charenton-le-Pont;
31701;Mairie de Bagnolet;OUI;28;23;3;0;3;OUI;OUI;2024-06-15T12:49:20+02:00;48.868421318555, 2.4179587885737;Bagnolet;
30004;Jean Jaurès - Place de la Libération;OUI;30;8;21;12;9;OUI;OUI;2024-06-15T12:51:21+02:00;48.90617751921, 2.4391458057475;Bobigny;
20110;Gambetta - Tourelles;OUI;20;18;1;0;1;OUI;OUI;2024-06-15T12:51:59+02:00;48.875337902264, 2.4059921130538;Paris;
8046;Marceau - Président Wilson;OUI;32;26;5;1;4;OUI;OUI;2024-06-15T12:51:33+02:00;48.8652359, 2.3002513;Paris;
8007;Rome - Provence;OUI;30;2;28;25;3;OUI;OUI;2024-06-15T12:52:19+02:00;48.874230055580306, 2.325570111724113;Paris;
17110;Legendre - Nollet;OUI;30;29;1;0;1;OUI;OUI;2024-06-15T12:50:11+02:00;48.887742186754224, 2.320293079881375;Paris;
21218;Gabriel Péri - Place de la Libération;OUI;18;16;1;0;1;OUI;OUI;2024-06-15T12:47:31+02:00;48.819828421929, 2.3117361743705;Montrouge;
22404;Pierre Brossolette - 12 Février 1934;OUI;25;21;4;1;3;OUI;OUI;2024-06-15T12:48:24+02:00;48.8176962416867, 2.3076123744249344;Malakoff;
20005;Reynaldo Hahn - Lagny;OUI;19;6;11;7;4;OUI;OUI;2024-06-15T12:47:07+02:00;48.849266043601794, 2.412330328844772;Paris;
20014;Charonne - Alexandre Dumas;OUI;35;33;1;0;1;OUI;OUI;2024-06-15T12:52:11+02:00;48.856077415056, 2.3948693275452;Paris;
21207;Verdier - République;OUI;29;25;4;0;4;OUI;OUI;2024-06-15T12:48:20+02:00;48.815403766277, 2.31739372015;Montrouge;
17006;Guy Môquet - Compoint;OUI;36;35;0;0;0;OUI;OUI;2024-06-15T12:51:00+02:00;48.89213559044868, 2.32321947813034;Paris;
12122;Bois de Vincennes - Polygone;OUI;51;43;8;0;8;OUI;OUI;2024-06-15T12:50:37+02:00;48.83544491617421, 2.431421081436563;Paris;
18101;Championnet.;OUI;22;19;3;3;0;OUI;OUI;2024-06-15T12:47:38+02:00;48.8953643, 2.3498166;Paris;
15120;Colonel Pierre Avia;OUI;29;4;23;18;5;OUI;OUI;2024-06-15T12:51:33+02:00;48.8296843300915, 2.275342586850291;Paris;
6028;Quatre Vents - Carrefour de l'Odéon;OUI;37;17;19;7;12;OUI;OUI;2024-06-15T12:51:13+02:00;48.851751374458864, 2.338161695134053;Paris;
21205;Arthur Auger - Jean Jaurès;OUI;26;26;0;0;0;OUI;OUI;2024-06-15T12:50:53+02:00;48.813736445585235, 2.3069277405738835;Montrouge;
10031;Louis Blanc - Aqueduc;OUI;37;32;4;2;2;OUI;OUI;2024-06-15T12:48:36+02:00;48.88203018259946, 2.3635615780949593;Paris;
16023;Passy - Place du Costa Rica;OUI;33;19;14;7;7;OUI;OUI;2024-06-15T12:49:05+02:00;48.8584893, 2.2839655;Paris;
11016;Philippe-Auguste;OUI;48;44;4;1;3;OUI;OUI;2024-06-15T12:51:05+02:00;48.851853488265, 2.3932945355773;Paris;
6004;Regard - Rennes;OUI;46;1;44;34;10;OUI;OUI;2024-06-15T12:51:48+02:00;48.847385404956, 2.3268555477262;Paris;
16033;Marché d'Auteuil;OUI;32;26;6;2;4;OUI;OUI;2024-06-15T12:51:44+02:00;48.84842761367387, 2.265253821160005;Paris;
11029;Ménilmontant - Oberkampf;OUI;40;28;12;2;10;OUI;OUI;2024-06-15T12:49:54+02:00;48.866617658681, 2.3830134404158;Paris;
24007;Jean-Baptiste Charcot - Sainte-Geneviève;OUI;21;11;9;6;3;OUI;OUI;2024-06-15T12:52:22+02:00;48.90310883721567, 2.278892956674099;Courbevoie;
19014;Lorraine - Jean Jaurès;OUI;19;17;2;1;1;OUI;OUI;2024-06-15T12:48:42+02:00;48.8863865, 2.3825772;Paris;
15114;Pasteur - Cotentin;OUI;33;12;19;6;13;OUI;OUI;2024-06-15T12:45:19+02:00;48.8389284, 2.316356;Paris;
22014;Victor Hugo - Bineau;OUI;25;19;5;5;0;OUI;OUI;2024-06-15T12:52:06+02:00;48.88758225888669, 2.2783890366554265;Neuilly-sur-Seine;
15014;Volontaires - Vaugirard;OUI;34;19;12;10;2;OUI;OUI;2024-06-15T12:50:24+02:00;48.84132050184004, 2.30808901725357;Paris;
20106;Mairie du 20ème;OUI;27;23;3;0;3;OUI;OUI;2024-06-15T12:52:21+02:00;48.865302324275, 2.3990669846535;Paris;
11028;Guillaume Bertrand - République;OUI;38;32;4;1;3;OUI;OUI;2024-06-15T12:49:26+02:00;48.863825174341, 2.380906377155;Paris;
21027;Fief - République;OUI;25;7;18;17;1;OUI;OUI;2024-06-15T12:50:39+02:00;48.83170888166024, 2.255771979689598;Boulogne-Billancourt;
13055;M.- A. Lagroua Weill-Hallé -  F. Dolto;OUI;60;24;36;22;14;OUI;OUI;2024-06-15T12:48:48+02:00;48.828595283857425, 2.380220606266108;Paris;
12040;Porte de Charenton;OUI;67;32;34;16;18;OUI;OUI;2024-06-15T12:51:28+02:00;48.83124010585643, 2.3989107459783554;Paris;
15044;Dantzig - Lefebvre;OUI;33;32;1;0;1;OUI;OUI;2024-06-15T12:42:27+02:00;48.83013921586756, 2.295934036374092;Paris;
15113;Arsonval - Falguière;OUI;25;16;8;6;2;OUI;OUI;2024-06-15T12:48:14+02:00;48.84040040365445, 2.313117867297474;Paris;
25002;Hôtel de Ville de Rueil-Malmaison;OUI;20;10;9;2;7;OUI;OUI;2024-06-15T12:48:59+02:00;48.878194, 2.181724;Rueil-Malmaison;
